Title,Address,Price,Cuisine,Badge Text,Description,Services,Map Iframe URL,Phone,Website,google_name,google_address,maps_url,rating,user_ratings_count,phone,website,price_level,latitude,longitude,distance_meters
Wang Fu,"65 Wellington Street, Central, Hong Kong, Hong Kong SAR China",$,Dumplings,"Bib Gourmand: good quality, good value cooking","Wang Fu is famous for its Pekingese dumplings – among the great variety of handmade dumplings on the menu, the green onion mutton one stands out most. Apart from dumpling soups, it also serves fried dumplings with light charred crispy skin and juicy fillings. Try also the tomato and egg dumpling, only available after 2 pm. If you fancy more variety, check out their noodles and cold appetisers as well, or ask about the daily special.","Air conditioning
                                

                                    Cash only",,+852 2121 8089,,Wang Fu,"65 Wellington St, Central, Hong Kong",https://maps.google.com/?cid=2032184327345396401,4,312,+852 2121 8006,,PRICE_LEVEL_INEXPENSIVE,22.2827713,114.15484649999999,
Tsim Chai Kee (Wellington Street),"98 Wellington Street, Central, Hong Kong, Hong Kong SAR China",$,Noodles,"Bib Gourmand: good quality, good value cooking","The long lunchtime queue happens for a reason – the noodles here are bouncy and the broth is flavoursome. Only three toppings are offered – springy dace balls, wontons generously filled with pork and shrimps, and sliced beef with a robust meaty flavour and tender texture. You can even choose a combination of any two or all three toppings. Expect to share a table with strangers when it’s busy or eat outside of peak times to beat the crowd.","Air conditioning
                                

                                    Cash only",,+852 2850 6471,,Tsim Chai Kee Noodle,"Shop B, G/F, 98 Wellington St, Central, Hong Kong",https://maps.google.com/?cid=8380974872586493257,4.1,2680,+852 2850 6471,,PRICE_LEVEL_INEXPENSIVE,22.282986599999997,114.1544898,
Kwan Kee Bamboo Noodles,"Shop E, 1 Wing Lung Street, Cheung Sha Wan, Hong Kong, Hong Kong SAR China",$,Noodles,"Bib Gourmand: good quality, good value cooking","It’s inside a local market but easy to spot, thanks to the big yellow sign. Watch the kitchen at work through the glass wall as noodles are made the traditional way – with the chef seesawing on a bamboo pole to painstakingly knead the egg-rich dough for that stringy texture. Secret techniques are deployed to remove the soapy taste of lye and accentuate the eggy flavour. Don’t miss the signature noodles tossed in shrimp roe and oyster sauce.","Air conditioning
                                

                                    Cash only",,+852 3484 9126,,Kwan Kee Bamboo Noodle,"1 Wing Lung St, Cheung Sha Wan, Hong Kong",https://maps.google.com/?cid=17818887052841911679,3.8,720,+852 3484 9126,,PRICE_LEVEL_MODERATE,22.336964899999998,114.1576966,
Megan's Kitchen,"5F, Lucky Centre, 165-171 Wan Chai Road, Wan Chai, Hong Kong, Hong Kong SAR China",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","The menu offers many Cantonese dishes, but steamed minced beef patty with dried mandarin peel, and Yu Xiang eggplant in claypot stand out in particular. Better still, all mains come with complimentary rice, soup and dessert. Their famous hot pots spoil diners with an array of soup bases and good quality ingredients. Those who prefer a little privacy will appreciate the booth seating with sliding screens as dividers.","Air conditioning
                                

                                    Restaurant offering vegetarian menus
                                

                                    Valet parking
                                





                                Credit cards accepted",,+852 2866 8305,https://meganskitchen.com,Megan's Kitchen,"HK Hong Kong Island, 5/F Lucky Centre, 165-171 Wan Chai Rd, Wan Chai, Hong Kong",https://maps.google.com/?cid=15702001258236466434,4.1,409,+852 2866 8305,https://www.meganskitchen.com/,PRICE_LEVEL_MODERATE,22.2768993,114.1770513,
Eng Kee Noodle Shop,"GF, 32 High Street, Sai Ying Pun, Hong Kong",$,Noodles,"Bib Gourmand: good quality, good value cooking","This family-run shop is always jam-packed with hungry locals craving Cantonese noodle soup. No matter for dine-in or take-out, expect a reasonable wait. It prides itself on its signature beef brisket – braised one night ahead and steeped in a spiced marinade overnight for silky tenderness and deep flavours. Their oven-grilled char siu is made with pork shoulder and pork neck and has a juicy, springy texture thanks to the fine marbling.","Air conditioning
                                

                                    Cash only",,+852 2540 7950,,32 High St,"32 High St, Sai Ying Pun, Hong Kong",https://maps.google.com/?cid=13596927987103929222,,,,,,22.285098899999998,114.1423296,
Dragon Inn,"Miles 19, Castle Peak Road, Tuen Mun, Hong Kong",$$,Seafood,"Bib Gourmand: good quality, good value cooking",This restaurant is known by almost everyone in the neighbourhood and was revamped in 2017 to include more private rooms alongside the main dining hall. Most guests pick their seafood from the nearby wet market for the chefs here to cook up; others choose from the catch of the day without looking at the menu. Baked baby lobster with cheese and baked oysters with port are not to be missed. It also serves dim sum during the day.,"Air conditioning
                                

                                    Car park
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2450 6366,https://www.dragoninn1939.com,Dragon Inn Seafood Restaurant,"12號 Tsing Ha Ln, Tuen Mun, Hong Kong",https://maps.google.com/?cid=15598684502549221283,4.1,1811,+852 2450 6366,https://www.1939dragoninn.com/,PRICE_LEVEL_EXPENSIVE,22.3804268,113.98195009999999,
Loaf On,"49 See Cheung Street, Sai Kung, Hong Kong, Hong Kong SAR China",$$,Seafood,One Star: High quality cooking,"It may not boast fancy displays of seafood like its promenade rivals, but this restaurant still stands out because of its cooking. Wonderfully fresh seafood is prepared using traditional home recipes that let the quality of the ingredients speak for themselves. Must-try dishes include pumpkin soup with minced fish, mantis shrimp with chilli and garlic, and steamed fish with sea salt. Ask about the seafood that needs pre-ordering when booking a table.","Air conditioning
                                





                                Credit cards accepted",,+852 2792 9966,,Loaf On,"See Cheung St, Sai Kung, Hong Kong",https://maps.google.com/?cid=3922217642966276754,4.1,441,+852 2792 9966,https://loafon.com/,PRICE_LEVEL_EXPENSIVE,22.379779499999998,114.27207779999999,
Sister Wah,"Shop A1, 13 Electric Road, Tin Hau, Hong Kong, Hong Kong SAR China",$,Noodles,"Bib Gourmand: good quality, good value cooking","The legendary Sister Wah is no longer at the helm but her sons are running the shop just like she used to. The signature beef brisket in clear soup uses fresh local beef which is braised in a stock with over 10 different herbs. Popular items on the brief menu include homemade pork and cabbage dumplings, drunken chicken, Dan Dan noodles, and braised white radish in beef juices. With only six tables, it fills up as soon as it opens.","Air conditioning
                                

                                    Credit cards not accepted",,+852 2807 0181,,Sister Wah Beef Brisket,"13 Electric Rd, Causeway Bay, Hong Kong",https://maps.google.com/?cid=8770216752632045996,4,2152,+852 2807 0181,https://storedirectory.dimorder.com/home?x=4696be171081154b65ea89aa28f7a631::cae9c91bd47b3936f50c363159cf8ecb999825a1891f0b6bf03974a2983774dfc0b0b2027a581e3aef98f25d0ecf0448c09bbc644c236b44747f799693e2,PRICE_LEVEL_INEXPENSIVE,22.283179399999998,114.1915492,
Tin Lung Heen,"102F, The Ritz-Carlton, International Commerce Centre, 1 Austin Road West, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$$$,Cantonese,Two Stars: Excellent cooking,"Aptly named ‘sky dragon pavilion’ in Chinese, this grand restaurant perched on the 102nd floor of a skyscraper is furnished generously in red wood veneer. The vast windows flood the room with natural light and make it a good spot to see the sunset or the city’s nightscape. Among the signature dishes are honey-glazed Iberian pork char siu (pre-ordering needed), and double-boiled chicken soup with fish maw in coconut. Private rooms are also charming.","Air conditioning
                                

                                    Great view
                                

                                    Interesting wine list
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2263 2270,https://www.ritzcarlton.com/en/hotels/china/hong-kong,Tin Lung Heen,"102/F, The Ritz-Carlton, Hong Kong, International Commerce Centre (ICC), 1 Austin Rd W, Tsim Sha Tsui, Hong Kong",https://maps.google.com/?cid=15218520801052089691,4.5,658,+852 2263 2270,https://www.tinlungheen.com/,PRICE_LEVEL_VERY_EXPENSIVE,22.303465,114.1602232,
Cuisine Cuisine at The Mira,"3F, The Mira Hotel, 118 Nathan Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$$$,Cantonese,,"The striking chandelier with hundreds of glowing glass globes is set nicely against the calming green colour scheme and verdant views. Cantonese classics underpinned by solid, traditional techniques are revitalised by creative use of ingredients and modern twists. On top of special dim sum such as crispy frog legs with peppered salt, try also Mrs. Song’s fish soup made with fresh grouper fillet. Wine pairings are thoughtfully matched.","Air conditioning
                                

                                    Car park
                                

                                    Interesting wine list
                                

                                    Restaurant offering vegetarian menus
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2315 5222,https://www.themirahotel.com/hong-kong/en/dining/cuisine-cuisine/,Cuisine Cuisine,"三樓, The Mira Hong Kong, 118-130號 Nathan Rd, Tsim Sha Tsui, Hong Kong",https://maps.google.com/?cid=15729490257694629234,4.3,784,+852 2315 5222,https://www.themirahotel.com/hong-kong/tc/dining/cuisine-cuisine/,PRICE_LEVEL_VERY_EXPENSIVE,22.300149899999997,114.17218009999999,
