page,season,episode,episode_title,category,name,address,note
venice-episode.html,5,2,Venice,restaurant,Pronto Pesce,"San Polo 319 Venice, Italy",New spins on modern Italian cuisine.
venice-episode.html,5,2,Venice,restaurant,Al Diavolo e L'Acqua Santa,"Calle della Madonna San Polo 561B Venice, Italy",Drink some ombretta with appetizers.
venice-episode.html,5,2,Venice,restaurant,Cantina Do Mori,"S. Polo, 429 30125 Venice, Italy",Explore the basic staples of this country.
vienna-episode.html,7,4,Vienna,hotel,Hotel Sacher,"Philharmonikerstrasse 4, 1010 Vienna, Austria",Good stay and even better chocolate downstairs.
vienna-episode.html,7,4,Vienna,activity,Naschmarkt,"Wienzeile 1, 1040 Vienna, Austria","Try the ham, cheese, wines and more here."
vienna-episode.html,7,4,Vienna,restaurant,Plachutta Restaurant,"Wollzeile 38, 1010 Vienna, Austria","Try the copper pot stew, tafelspitz."
vienna-episode.html,7,4,Vienna,restaurant,Wratschko Restaurant,"Neustiftgasse 51, 1070 Vienna, Austria",Local Viennese cuisine and hot spot.
vienna-episode.html,7,4,Vienna,restaurant,Zum Schwarzen Kameel,"Bognergasse 5, 1010 Vienna, Austria",Good choice of sandwiches and fresh oysters.
vienna-episode.html,7,4,Vienna,restaurant,Wurstelstand Hoher Markt,"Hoher Markt 4, 1010 Vienna, Austria",Open air market with amazing sausages.
vietnam-central-highlands-episode.html,6,10,Vietnam: Central Highlands,hotel,Hoi An Pacific Hotel,"321 Cua Dai St., Hoi An Town, Vietnam",Great views with wonderful full service.
vietnam-central-highlands-episode.html,6,10,Vietnam: Central Highlands,activity,Ben Thanh Market,"Than Pho Street, District 1, Ho Chi Minh City, Vietnam",Amazing market with food and drink stands.
vietnam-central-highlands-episode.html,6,10,Vietnam: Central Highlands,restaurant,Banh Xeo Vietnamese Pancake,"Quan 46A Dinh Cong Trang, District 1, Ho Chi Minh City, Vietnam",Try out the classic crepe in Asian style.
vietnam-central-highlands-episode.html,6,10,Vietnam: Central Highlands,restaurant,Quan Oc,"237 Tuong Nguyen Throng Tien, District 3, Ho Chi Minh City, Vietnam",Seafood spot that you'll adore.
vietnam-central-highlands-episode.html,6,10,Vietnam: Central Highlands,restaurant,Bac Hai,"25 Ng The Minh Khai, District 1, Ho Chi Minh City, Vietnam",Good spot to grab a bowl of hot pho.
vietnam-central-highlands-episode.html,6,10,Vietnam: Central Highlands,restaurant,Com Nieu Saigon,"6C Tu Xuong, District 3, Ho Chi Minh City, Vietnam",The atmosphere alone is worth it.
vietnam-central-highlands-episode.html,6,10,Vietnam: Central Highlands,restaurant,Thi Nhan Restaurant,"128 Cua Dai Hoi An, Hoi An Town, Vietnam",The crabs are huge and delicious.
vietnam-central-highlands-episode.html,6,10,Vietnam: Central Highlands,restaurant,Bun Oc Thanh Hai,"14 Ky Dong Street, District 3, Ho Chi Minh City, Vietnam",This is the place to try snail soup.
vietnam-the-island-of-mr-sang.html,1,4,Vietnam: The Island of Mr. Sang,hotel,Sofitel Metropole Hotel,"Hanoi, Hanoi, Vietnam",Located in the heart of Hoan Kiem District.
vietnam-the-island-of-mr-sang.html,1,4,Vietnam: The Island of Mr. Sang,activity,Hoan Kiem Lake,Hanoi,Lake in the historical capital city of Vietnam.
vietnam-the-island-of-mr-sang.html,1,4,Vietnam: The Island of Mr. Sang,restaurant,Bun Cha,"1 Hang Manh St, Truc Bach, Hanoi, Vietnam",Enjoy local cuisine.. traditional for lunch.
vietnam-the-island-of-mr-sang.html,1,4,Vietnam: The Island of Mr. Sang,restaurant,Essence Cafe & Restaurant,"22 Ta Hien Street, Old Quarter, Hanoi 10000, Vietnam",Most popular Vietnamese restaurant.
vietnam-the-island-of-mr-sang.html,1,4,Vietnam: The Island of Mr. Sang,restaurant,Namaste Hanoi,"47 Lo Su,| Hoan Kiem District, Hanoi 100555, Vietnam",Perfect Indian cuisine for brunch / breakfast.
vietnam-the-island-of-mr-sang.html,1,4,Vietnam: The Island of Mr. Sang,restaurant,Koto,"59 Pho Van Mieu, Hanoi, Vietnam",Excellent cafe for bakery and desserts.
vietnam-theres-no-place-like-home-episode.html,5,10,Vietnam: There Is No Place Like Home,hotel,Hotel Majestic,"321 Cua Dai St., Hoi An Town, Vietnam","Great view with great service, A+"
vietnam-theres-no-place-like-home-episode.html,5,10,Vietnam: There Is No Place Like Home,activity,Ben Thanh Market,"Than Pho Street, District 1, Ho Chi Minh City, Vietnam",Historical market serving foods and drinks.
vietnam-theres-no-place-like-home-episode.html,5,10,Vietnam: There Is No Place Like Home,restaurant,Banh Xeo Vietnamese Pancake,"Quan 46A Dinh Cong Trang, District 1, Ho Chi Minh City, Vietnam",You must try their version of the crepe.
vietnam-theres-no-place-like-home-episode.html,5,10,Vietnam: There Is No Place Like Home,restaurant,Com Nieu Saigon,"6C Tu Xuong, District 3, Ho Chi Minh City, Vietnam","A regular visit for Tony, it's great."
vietnam-theres-no-place-like-home-episode.html,5,10,Vietnam: There Is No Place Like Home,restaurant,Thi Nhan Restaurant,"128 Cua Dai Hoi An, Hoi An Town, Vietnam",These crabs are truly magnificent (and big).
vietnam-theres-no-place-like-home-episode.html,5,10,Vietnam: There Is No Place Like Home,restaurant,Bun Oc Thanh Hai,"14 Ky Dong Street, District 3, Ho Chi Minh City, Vietnam",Don't leave without a bowl of snail soup!
washington-dc-episode.html,5,3,Washington DC,hotel,The Jefferson,"1200 16th Street NW, Washington DC, DC 20036",Simply puy.. the best of the best.
washington-dc-episode.html,5,3,Washington DC,activity,International Spy Museum,"800 F St., Washington, DC 20004",Fun places to visit and learn something new.
washington-dc-episode.html,5,3,Washington DC,restaurant,Chadwick's Georgetown,"3205 K St. NW, Washington, DC 20007",Fantastic joint with amazing hamburgers.
washington-dc-episode.html,5,3,Washington DC,restaurant,Ben's Chili Bowl,"1213 U St. NW, Washington, DC",Serving the best chili in the Nation.
washington-dc-episode.html,5,3,Washington DC,restaurant,Oyamel Cocina Mexicana,"401 7th St. NW, Washington, DC 20004",Traditional Mexican dishes you'll love.
washington-dc-episode.html,5,3,Washington DC,restaurant,Busboys and Poets,"2021 14th St. NW, Washington, DC 20009",Meet new folks over a good cup of coffee.
why-the-french-dont-suck-episode.html,1,1,Why The French Don't Suck,hotel,L'Hotel,"212 rue de Grenelle, 75007 Paris",The famous writer Oscar Wilde stayed at this hotel.
why-the-french-dont-suck-episode.html,1,1,Why The French Don't Suck,activity,Marche International de Rungis,"1 rue de la Tour, 94152 Rungis, Paris",Explore this fresh butchers market and authentic cafe.
why-the-french-dont-suck-episode.html,1,1,Why The French Don't Suck,restaurant,Le Royal,"212 rue de Grenelle, 75007 Paris",Perfect cafe for a croissant breakfast.
why-the-french-dont-suck-episode.html,1,1,Why The French Don't Suck,restaurant,Chez Robert et Louise,"64 rue Vieille du Temple, 75004 Paris",Traditional home-cooked French meals.
why-the-french-dont-suck-episode.html,1,1,Why The French Don't Suck,restaurant,Cantada II,"13 rue Moret, 75011 Paris",Be sure to try the absinthe.
why-the-french-dont-suck-episode.html,1,1,Why The French Don't Suck,restaurant,Pascal Pinaud Boulangerie/Patisserie,"70 rue Monge, 75005 Paris",Some of the best French baking.
why-the-french-dont-suck-episode.html,1,1,Why The French Don't Suck,restaurant,Chez Denise,"5 rue Prouvaires, 75001 Paris",You must absolutely try the blood sausage.
